City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Date
267,Bandarbeyla,SO,9.49,50.81,77.29,80,92,30.67,overcast clouds,2020-08-30 15:41:06
268,Belyy Yar,RU,53.6,91.39,57.2,87,27,2.24,light rain,2020-08-30 15:41:07
269,Moussoro,TD,13.64,16.49,92.95,39,16,4.99,few clouds,2020-08-30 15:41:07
270,Lalsk,RU,60.74,47.59,54.01,97,100,3.71,light rain,2020-08-30 15:41:07
271,Araouane,ML,18.9,-3.53,96.17,35,29,9.31,scattered clouds,2020-08-30 15:41:08
272,Middle Island,US,40.88,-72.94,75.2,50,1,10.29,moderate rain,2020-08-30 15:41:08
273,Meulaboh,ID,4.14,96.13,78.69,85,100,1.99,overcast clouds,2020-08-30 15:41:08
274,Hakui,JP,36.88,136.78,80.01,81,45,0.83,scattered clouds,2020-08-30 15:41:08
275,Powell River,CA,49.85,-124.54,55.4,93,20,2.24,few clouds,2020-08-30 15:41:09
276,Woodward,US,36.43,-99.39,78.01,83,90,4.7,overcast clouds,2020-08-30 15:41:09
277,Irtyshskiy,RU,58.33,68.13,67.78,76,64,8.1,broken clouds,2020-08-30 15:41:09
278,Boa Vista,BR,2.82,-60.67,84.2,70,75,3.36,broken clouds,2020-08-30 15:37:54
279,Haines Junction,CA,60.75,-137.51,46.04,77,100,3.33,light rain,2020-08-30 15:41:09
280,Ouadda,CF,8.08,22.4,75.0,85,82,3.83,light rain,2020-08-30 15:36:22
281,Jesup,US,31.61,-81.89,82.4,74,90,8.05,overcast clouds,2020-08-30 15:41:10
282,Saint-Pierre,RE,-21.34,55.48,71.6,73,4,21.92,clear sky,2020-08-30 15:41:10
283,Bikapur,IN,26.6,82.13,83.28,71,1,3.91,clear sky,2020-08-30 15:41:10
284,Leningradskiy,RU,69.38,178.42,35.53,91,100,10.2,overcast clouds,2020-08-30 15:41:11
285,Sabha,LY,27.04,14.43,103.73,11,0,11.18,clear sky,2020-08-30 15:41:11
286,Jardim,BR,-21.48,-56.14,95.56,19,6,7.36,clear sky,2020-08-30 15:41:11
287,Mahebourg,MU,-20.41,57.7,71.6,83,75,16.11,shower rain,2020-08-30 15:41:11
288,Byron Bay,AU,-28.65,153.62,55.99,93,0,1.12,clear sky,2020-08-30 15:35:53
289,Sao Filipe,CV,14.9,-24.5,80.06,76,49,8.95,scattered clouds,2020-08-30 15:41:12
290,Olga,RU,43.74,135.29,59.45,70,89,11.63,overcast clouds,2020-08-30 15:41:12
291,Cururupu,BR,-1.83,-44.87,87.98,52,75,10.76,broken clouds,2020-08-30 15:41:12
292,Upata,VE,8.01,-62.4,83.71,69,99,7.18,overcast clouds,2020-08-30 15:41:13
293,Assiniboia,CA,49.63,-105.98,59.9,39,65,18.61,broken clouds,2020-08-30 15:41:13
294,Nipawin,CA,53.37,-104.0,53.6,71,1,11.41,clear sky,2020-08-30 15:41:13
295,Chunoyar,RU,57.45,97.32,56.26,87,98,2.71,light rain,2020-08-30 15:41:14
296,Inongo,CD,-1.95,18.27,75.94,75,100,5.28,light rain,2020-08-30 15:41:14
297,Pangai,TO,-19.8,-174.35,77.31,81,0,21.74,clear sky,2020-08-30 15:41:14
298,San Quintin,MX,30.48,-115.95,68.32,78,98,8.23,overcast clouds,2020-08-30 15:41:14
299,Kaspiysk,RU,42.88,47.64,77.0,57,0,2.24,clear sky,2020-08-30 15:41:15
300,Houma,US,29.6,-90.72,80.6,83,75,3.36,broken clouds,2020-08-30 15:40:01
301,Cabo San Lucas,MX,22.89,-109.91,82.99,94,40,3.36,scattered clouds,2020-08-30 15:41:15
302,Chifeng,CN,42.27,118.96,69.15,89,12,3.29,few clouds,2020-08-30 15:41:15
303,Namibe,AO,-15.2,12.15,67.19,63,0,10.76,clear sky,2020-08-30 15:41:16
304,Hasaki,JP,35.73,140.83,78.8,94,75,1.12,broken clouds,2020-08-30 15:41:16
305,Carballo,ES,43.21,-8.69,66.2,52,20,10.29,few clouds,2020-08-30 15:41:16
306,Two Rivers,US,44.15,-87.57,63.0,77,40,5.82,scattered clouds,2020-08-30 15:41:16
307,Wattegama,LK,6.8,81.48,82.4,78,75,8.05,broken clouds,2020-08-30 15:41:17
308,Tinyahuarco,PE,-10.75,-76.3,53.11,37,73,10.13,broken clouds,2020-08-30 15:41:17
309,Kerema,PG,-7.96,145.78,76.82,90,99,6.67,overcast clouds,2020-08-30 15:41:17
310,Klaksvik,FO,62.23,-6.59,51.8,93,93,11.41,overcast clouds,2020-08-30 15:41:18
311,Ozernovskiy,RU,51.5,156.52,49.93,90,90,10.71,overcast clouds,2020-08-30 15:41:18
312,Gadsden,US,34.01,-86.01,84.2,74,20,3.36,few clouds,2020-08-30 15:36:43
313,Kita,ML,13.03,-9.49,81.03,75,100,5.66,overcast clouds,2020-08-30 15:41:18
314,Sao Joao Da Barra,BR,-21.64,-41.05,86.0,45,0,6.93,clear sky,2020-08-30 15:41:19
315,Nabire,ID,-3.37,135.48,75.63,87,86,3.31,overcast clouds,2020-08-30 15:41:19
316,Flin Flon,CA,54.77,-101.86,55.4,87,90,4.7,overcast clouds,2020-08-30 15:41:19
317,Kahului,US,20.89,-156.47,75.2,78,20,12.75,few clouds,2020-08-30 15:41:19
318,San Carlos,VE,9.66,-68.58,87.21,65,67,1.88,broken clouds,2020-08-30 15:41:20
319,Faya,SA,18.39,42.45,84.2,15,40,19.46,scattered clouds,2020-08-30 15:41:20
320,Tatawin,TN,32.93,10.45,109.4,9,0,6.93,clear sky,2020-08-30 15:41:20
321,Kavieng,PG,-2.57,150.8,82.09,76,85,4.9,light rain,2020-08-30 15:41:20
322,Puerto Escondido,MX,15.85,-97.07,82.4,61,40,3.11,scattered clouds,2020-08-30 15:41:21
323,Pingdu,CN,36.78,119.95,77.0,94,32,2.24,light rain,2020-08-30 15:41:21
324,San Fernando,PH,15.03,120.69,82.4,88,75,6.93,broken clouds,2020-08-30 15:41:21
325,Delano,US,35.77,-119.25,71.6,46,0,3.36,clear sky,2020-08-30 15:37:21
326,Turukhansk,RU,65.82,87.98,52.93,95,85,5.86,overcast clouds,2020-08-30 15:36:21
327,Kyshtovka,RU,56.55,76.63,60.42,76,0,5.03,clear sky,2020-08-30 15:41:22
328,Tarasovskiy,RU,48.73,40.36,77.61,34,0,4.59,clear sky,2020-08-30 15:41:22
329,Sofia,BG,42.7,23.32,89.6,27,0,5.82,clear sky,2020-08-30 15:41:22
330,Kormilovka,RU,55.0,74.1,73.4,46,40,4.47,scattered clouds,2020-08-30 15:41:23
331,Ulaanbaatar,MN,47.91,106.88,51.8,87,75,1.83,light rain,2020-08-30 15:41:23
332,Dunedin,NZ,-45.87,170.5,47.68,73,100,5.5,overcast clouds,2020-08-30 15:41:23
333,Shingu,JP,33.73,135.98,76.3,83,0,3.18,clear sky,2020-08-30 15:41:23
334,Andros Town,BS,24.7,-77.77,86.0,66,75,4.7,broken clouds,2020-08-30 15:41:24
335,Quatre Cocos,MU,-20.21,57.76,72.0,83,75,16.11,shower rain,2020-08-30 15:41:24
336,Catamarca,AR,-28.47,-65.79,60.01,54,48,5.99,scattered clouds,2020-08-30 15:41:24
337,Dharmanagar,IN,24.37,92.17,77.18,95,100,3.33,overcast clouds,2020-08-30 15:41:24
338,Corinto,GR,37.94,22.96,88.0,53,0,5.99,clear sky,2020-08-30 15:41:25
339,Sangar,RU,63.92,127.47,50.43,81,100,6.71,overcast clouds,2020-08-30 15:41:25
340,Strezhevoy,RU,60.73,77.59,59.0,100,100,4.47,overcast clouds,2020-08-30 15:41:25
341,Mandalgovi,MN,45.76,106.27,54.37,76,47,3.85,scattered clouds,2020-08-30 15:41:25
342,Kaihua,CN,23.37,104.28,67.23,91,100,4.76,overcast clouds,2020-08-30 15:41:26
343,Saint-Joseph,RE,-21.37,55.62,69.8,77,13,5.82,few clouds,2020-08-30 15:41:26
344,Souillac,MU,-20.52,57.52,71.6,83,75,16.11,shower rain,2020-08-30 15:41:26
345,Mogadishu,SO,2.04,45.34,80.6,69,40,13.87,scattered clouds,2020-08-30 15:38:21
346,Havre-Saint-Pierre,CA,50.23,-63.6,53.6,76,90,13.87,light rain,2020-08-30 15:36:20
347,Alice Springs,AU,-23.7,133.88,62.6,23,0,6.93,clear sky,2020-08-30 15:41:25
348,Mitu,CO,1.2,-70.17,87.03,54,96,3.51,overcast clouds,2020-08-30 15:38:20
349,Nouadhibou,MR,20.93,-17.03,82.4,58,0,18.34,sand,2020-08-30 15:38:42
350,Rawson,AR,-43.3,-65.1,54.9,41,0,15.5,clear sky,2020-08-30 15:40:54
351,Qasigiannguit,GL,68.82,-51.19,44.6,65,20,6.93,few clouds,2020-08-30 15:41:27
352,Albacete,ES,38.83,-2.0,73.4,20,4,6.93,clear sky,2020-08-30 15:41:28
353,Alofi,NU,-19.06,-169.92,68.0,94,17,2.24,few clouds,2020-08-30 15:41:28
354,Geraldton,AU,-28.77,114.6,48.2,93,0,3.36,clear sky,2020-08-30 15:41:28
355,Mokhsogollokh,RU,61.47,128.92,54.48,97,100,2.84,overcast clouds,2020-08-30 15:41:28
356,Ercis,TR,39.03,43.36,77.0,44,0,4.7,clear sky,2020-08-30 15:41:29
357,Vestmannaeyjar,IS,63.44,-20.27,53.6,93,90,16.11,heavy intensity rain,2020-08-30 15:41:07
358,Lata,PT,40.16,-8.33,82.0,39,0,11.48,clear sky,2020-08-30 15:41:29
359,Timmins,CA,48.47,-81.33,51.8,81,90,9.17,overcast clouds,2020-08-30 15:37:44
360,Soyo,AO,-6.13,12.37,77.0,78,40,9.17,scattered clouds,2020-08-30 15:41:30
361,Kaduqli,SD,11.02,29.72,77.16,85,96,5.77,heavy intensity rain,2020-08-30 15:41:30
362,Asau,RO,46.43,26.4,79.0,56,0,4.12,clear sky,2020-08-30 15:41:30
363,Graaff-Reinet,ZA,-32.25,24.53,51.01,37,10,1.01,clear sky,2020-08-30 15:41:30
364,Naberera,TZ,-4.2,36.93,71.49,41,0,14.34,clear sky,2020-08-30 15:41:30
365,San Ramon,US,37.78,-121.98,61.0,87,75,3.2,mist,2020-08-30 15:38:34
366,Mombetsu,JP,44.35,143.35,52.81,85,100,13.33,overcast clouds,2020-08-30 15:41:31
367,Timizart,DZ,36.8,4.27,74.5,74,97,6.82,overcast clouds,2020-08-30 15:41:31
368,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,81.0,73,100,1.14,overcast clouds,2020-08-30 15:41:32
369,Rach Gia,VN,10.02,105.08,82.81,80,55,10.09,light rain,2020-08-30 15:41:32
370,Baijiantan,CN,45.63,85.18,77.7,24,0,8.43,clear sky,2020-08-30 15:41:32
371,Darnah,LY,32.77,22.64,80.4,63,0,11.34,clear sky,2020-08-30 15:41:32
372,Fortuna,US,40.6,-124.16,54.0,93,1,3.36,clear sky,2020-08-30 15:41:33
373,Selkirk,CA,50.14,-96.88,68.0,60,40,18.34,scattered clouds,2020-08-30 15:37:50
374,Aitape,PG,-3.14,142.35,78.46,82,98,3.09,light rain,2020-08-30 15:41:33
375,Gat,IL,31.61,34.76,87.01,27,0,1.01,clear sky,2020-08-30 15:41:33
376,Cochrane,CA,51.18,-114.47,48.0,81,1,10.29,clear sky,2020-08-30 15:41:33
377,Lorengau,PG,-2.02,147.27,80.76,82,100,6.15,light rain,2020-08-30 15:41:34
378,Binzhou,CN,37.37,118.02,81.0,80,0,4.09,light rain,2020-08-30 15:40:24
379,Urucara,BR,-2.54,-57.76,92.39,53,41,1.9,scattered clouds,2020-08-30 15:41:34
380,Sapa,PH,5.15,120.32,82.44,75,70,4.27,broken clouds,2020-08-30 15:41:34
381,Buraydah,SA,26.33,43.98,102.2,16,0,14.99,clear sky,2020-08-30 15:41:35
382,Solton,RU,52.84,86.48,55.38,80,12,2.1,few clouds,2020-08-30 15:41:35
383,Krasnoselkup,RU,65.7,82.47,50.9,85,100,9.98,overcast clouds,2020-08-30 15:41:35
384,Kazerun,IR,29.62,51.65,86.54,14,37,7.2,scattered clouds,2020-08-30 15:41:35
385,Roald,NO,62.58,6.13,55.4,58,40,10.29,scattered clouds,2020-08-30 15:41:36
386,Bilibino,RU,68.05,166.44,40.33,83,100,4.65,overcast clouds,2020-08-30 15:41:36
387,Bambous Virieux,MU,-20.34,57.76,72.0,83,75,16.11,shower rain,2020-08-30 15:41:36
388,Coquimbo,CL,-29.95,-71.34,57.2,67,0,10.29,clear sky,2020-08-30 15:41:36
389,Tual,ID,-5.67,132.75,77.81,81,96,16.04,light rain,2020-08-30 15:41:36
390,Umm Lajj,SA,25.02,37.27,88.92,54,0,9.04,clear sky,2020-08-30 15:41:37
391,Pochutla,MX,15.74,-96.47,84.99,69,40,3.24,scattered clouds,2020-08-30 15:41:37
392,Whitehorse,CA,60.72,-135.05,44.6,87,90,11.41,light rain,2020-08-30 15:39:44
393,Kruisfontein,ZA,-34.0,24.73,54.0,67,99,4.0,light rain,2020-08-30 15:41:37
394,Chulman,RU,56.85,124.91,50.41,83,100,4.56,overcast clouds,2020-08-30 15:41:38
395,Drayton Valley,CA,53.22,-114.99,46.99,69,72,25.01,broken clouds,2020-08-30 15:41:38
396,Vitim,RU,59.45,112.56,53.06,86,89,1.12,overcast clouds,2020-08-30 15:41:38
397,Kautokeino,NO,69.01,23.04,46.53,66,73,17.31,broken clouds,2020-08-30 15:41:38
398,Sistranda,NO,63.73,8.83,53.6,66,40,19.46,shower rain,2020-08-30 15:41:39
399,Namatanai,PG,-3.67,152.43,79.21,86,59,7.25,light rain,2020-08-30 15:41:39
400,Manaure,CO,11.78,-72.44,86.97,62,20,6.4,few clouds,2020-08-30 15:41:39
401,Saskylakh,RU,71.92,114.08,49.1,79,74,4.76,broken clouds,2020-08-30 15:41:39
402,Poco Verde,BR,-10.71,-38.18,84.96,48,71,13.11,broken clouds,2020-08-30 15:41:40
403,Goderich,CA,43.75,-81.72,68.0,68,42,7.85,scattered clouds,2020-08-30 15:41:40
404,Launceston,AU,-41.45,147.17,48.2,61,90,3.36,overcast clouds,2020-08-30 15:41:40
405,Moses Lake,US,47.13,-119.28,64.4,25,1,9.17,clear sky,2020-08-30 15:41:40
406,Vardo,NO,70.37,31.11,50.0,93,75,8.05,broken clouds,2020-08-30 15:41:41
407,Syamzha,RU,60.02,41.06,57.29,96,99,4.38,overcast clouds,2020-08-30 15:41:41
408,Manggar,ID,-2.88,108.27,81.12,79,29,14.03,scattered clouds,2020-08-30 15:41:41
409,Sioux Lookout,CA,50.1,-91.92,60.8,77,20,5.82,few clouds,2020-08-30 15:37:33
410,Chimbote,PE,-9.09,-78.58,65.01,72,71,10.36,broken clouds,2020-08-30 15:41:42
411,Japura,ID,-0.32,102.35,75.58,89,43,2.04,scattered clouds,2020-08-30 15:41:42
412,Abu Dhabi,AE,24.47,54.37,104.0,50,21,8.05,few clouds,2020-08-30 15:41:42
413,Santa Maria Da Boa Vista,BR,-8.81,-39.83,92.93,21,25,17.07,scattered clouds,2020-08-30 15:41:43
414,Banjar,ID,-8.19,114.97,78.8,78,20,16.11,few clouds,2020-08-30 15:41:43
415,Neyshabur,IR,36.21,58.8,70.21,30,24,9.93,few clouds,2020-08-30 15:41:13
416,Tsumeb,NA,-19.23,17.72,82.67,15,26,7.7,scattered clouds,2020-08-30 15:41:43
417,Hammerfest,NO,70.66,23.68,48.2,70,40,19.46,scattered clouds,2020-08-30 15:41:43
418,Waitati,NZ,-45.75,170.57,47.32,72,100,4.36,overcast clouds,2020-08-30 15:41:44
419,Fergus Falls,US,46.28,-96.08,70.0,60,1,17.22,clear sky,2020-08-30 15:41:44
420,Zhigansk,RU,66.77,123.37,48.33,96,99,11.21,moderate rain,2020-08-30 15:41:44
421,Waipawa,NZ,-41.41,175.52,55.4,82,3,25.28,clear sky,2020-08-30 15:36:16
422,Biasca,CH,46.36,8.97,73.4,56,76,9.17,broken clouds,2020-08-30 15:41:45
423,Ust-Nera,RU,64.57,143.2,45.41,77,94,0.83,light rain,2020-08-30 15:41:45
424,Khudumelapye,BW,-23.88,24.75,62.01,25,0,8.79,clear sky,2020-08-30 15:41:45
425,Sao Geraldo Do Araguaia,BR,-6.4,-48.55,101.53,21,0,8.72,clear sky,2020-08-30 15:41:46
426,Aldan,RU,58.6,125.39,51.69,83,97,6.71,overcast clouds,2020-08-30 15:41:46
427,Kanaya,JP,34.82,138.13,82.99,84,98,1.34,overcast clouds,2020-08-30 15:41:46
428,Neira,CO,5.17,-75.52,68.0,88,75,4.7,fog,2020-08-30 15:41:46
429,Songjianghe,CN,42.19,127.48,59.38,94,17,2.55,few clouds,2020-08-30 15:41:47
430,Mujiayingzi,CN,42.12,118.78,67.98,87,12,4.81,few clouds,2020-08-30 15:41:47
431,Mana,GF,5.66,-53.78,88.5,60,62,8.7,broken clouds,2020-08-30 15:41:47
432,Marzuq,YE,14.4,46.47,85.73,35,96,8.37,light rain,2020-08-30 15:36:28
433,Taoudenni,ML,22.68,-3.98,102.27,23,94,10.18,overcast clouds,2020-08-30 15:36:15
434,Vegachi,CO,6.76,-74.79,78.35,59,63,5.21,broken clouds,2020-08-30 15:41:48
435,Ledziny,PL,50.14,19.13,82.99,64,50,9.46,scattered clouds,2020-08-30 15:41:48
436,Alta Floresta,BR,-9.88,-56.09,91.4,49,75,3.36,smoke,2020-08-30 15:41:49
437,Saint-Francois,FR,46.42,3.91,68.0,45,75,10.29,broken clouds,2020-08-30 15:41:49
438,San Joaquin,VE,10.26,-67.79,82.42,65,94,6.22,overcast clouds,2020-08-30 15:41:49
439,Isangel,VU,-19.55,169.27,66.2,93,75,12.28,broken clouds,2020-08-30 15:41:50
440,Vila,PT,42.03,-8.16,71.01,39,0,7.0,clear sky,2020-08-30 15:41:50
441,Kalevala,RU,65.2,31.17,57.25,62,91,2.39,overcast clouds,2020-08-30 15:41:50
442,Kyaukse,MM,21.6,96.13,82.47,78,100,4.81,light rain,2020-08-30 15:41:50
443,Antofagasta,CL,-23.65,-70.4,59.0,62,75,9.17,broken clouds,2020-08-30 15:41:51
444,Ilo,PE,-17.64,-71.34,61.65,74,94,8.41,overcast clouds,2020-08-30 15:41:51
445,Penarroya-Pueblonuevo,ES,38.3,-5.27,87.8,15,0,5.82,clear sky,2020-08-30 15:41:51
446,Tamandare,BR,-8.76,-35.1,81.34,63,20,10.09,few clouds,2020-08-30 15:41:52
447,Roebourne,AU,-20.78,117.13,75.99,41,0,6.33,clear sky,2020-08-30 15:41:52
448,Junction City,US,39.03,-96.83,73.0,78,1,11.41,clear sky,2020-08-30 15:41:52
449,Los Llanos De Aridane,ES,28.66,-17.92,78.8,57,75,16.11,broken clouds,2020-08-30 15:41:52
450,Qarqin,AF,37.42,66.04,79.25,16,0,6.62,clear sky,2020-08-30 15:41:53
451,Muli,MV,2.92,73.57,84.11,66,33,5.88,scattered clouds,2020-08-30 15:41:53
452,Kathu,TH,7.92,98.33,87.01,88,40,2.24,scattered clouds,2020-08-30 15:41:53
453,Puerto Ayacucho,VE,5.66,-67.62,75.2,94,75,2.24,light intensity drizzle,2020-08-30 15:36:07
454,Yerbogachen,RU,61.28,108.01,53.24,74,63,3.8,broken clouds,2020-08-30 15:41:54
455,Rize,TR,40.9,40.89,57.81,87,0,1.03,clear sky,2020-08-30 15:41:54
456,Tupik,RU,54.43,119.93,49.89,94,100,2.35,light rain,2020-08-30 15:41:54
457,Deputatskiy,RU,69.3,139.9,28.63,99,1,2.64,clear sky,2020-08-30 15:41:54
458,San Mateo Ixtatan,GT,15.83,-91.48,65.53,72,51,2.71,broken clouds,2020-08-30 15:41:55
459,Riyadh,SA,24.69,46.72,100.4,9,11,11.41,few clouds,2020-08-30 15:39:27
460,University Park,US,25.75,-80.37,91.99,62,75,8.05,broken clouds,2020-08-30 15:41:55
461,Blagoveshchenka,RU,52.83,79.87,63.63,69,44,6.82,scattered clouds,2020-08-30 15:41:56
462,Conde,BR,-7.26,-34.91,84.2,54,40,17.22,scattered clouds,2020-08-30 15:35:55
463,Broken Hill,AU,-31.95,141.43,50.0,76,0,14.99,clear sky,2020-08-30 15:33:23
464,Qinhuangdao,CN,39.93,119.59,70.23,85,19,2.44,light rain,2020-08-30 15:41:56
465,Richards Bay,ZA,-28.78,32.04,58.96,80,100,15.79,light rain,2020-08-30 15:41:57
466,Christchurch,NZ,-43.53,172.63,51.01,77,2,1.12,clear sky,2020-08-30 15:40:04
467,Nishihara,JP,26.18,127.76,82.4,88,75,12.75,broken clouds,2020-08-30 15:41:57
468,Vytegra,RU,61.01,36.45,52.05,93,99,3.06,overcast clouds,2020-08-30 15:41:57
469,Bonthe,SL,7.53,-12.51,78.84,81,100,16.98,light rain,2020-08-30 15:41:57
470,Dhidhdhoo,MV,6.88,73.1,83.35,75,77,9.91,broken clouds,2020-08-30 15:41:58
471,Juneau,US,58.3,-134.42,53.01,93,90,12.75,moderate rain,2020-08-30 15:41:58
472,Anadyr,RU,64.75,177.48,33.8,86,63,11.18,broken clouds,2020-08-30 15:41:58
473,Gillette,US,44.29,-105.5,62.6,45,1,24.16,clear sky,2020-08-30 15:41:59
474,Kieta,PG,-6.22,155.63,79.79,77,46,6.38,scattered clouds,2020-08-30 15:36:23
475,Muhlhausen,DE,51.22,10.45,64.99,80,100,3.94,moderate rain,2020-08-30 15:41:59
476,Ulaangom,MN,49.98,92.07,57.6,52,1,3.83,clear sky,2020-08-30 15:41:59
477,Anaco,VE,9.44,-64.47,84.4,72,99,4.52,overcast clouds,2020-08-30 15:41:59
478,Zarubino,RU,42.63,131.09,63.48,87,100,11.14,overcast clouds,2020-08-30 15:42:00
479,Beringovskiy,RU,63.05,179.32,46.71,80,100,28.81,light rain,2020-08-30 15:42:00
480,Labuhan,ID,-6.88,112.21,78.04,75,48,7.4,scattered clouds,2020-08-30 15:35:44
481,Marsh Harbour,BS,26.54,-77.06,85.96,66,96,9.4,overcast clouds,2020-08-30 15:42:00
482,Northam,GB,51.03,-4.22,64.0,61,2,3.0,clear sky,2020-08-30 15:42:01
483,Nhulunbuy,AU,-12.23,136.77,77.0,83,90,9.17,overcast clouds,2020-08-30 15:42:01
484,Ust-Tsilma,RU,65.44,52.15,52.97,97,100,3.36,overcast clouds,2020-08-30 15:42:01
485,Botwood,CA,49.15,-55.35,55.99,92,100,1.99,overcast clouds,2020-08-30 15:42:01
486,Fairbanks,US,64.84,-147.72,48.99,87,90,2.93,overcast clouds,2020-08-30 15:40:32
487,Gigmoto,PH,13.78,124.39,81.81,80,99,8.57,overcast clouds,2020-08-30 15:42:02
488,Makat,KZ,47.65,53.35,86.02,24,42,14.85,scattered clouds,2020-08-30 15:42:02
489,Gravelbourg,CA,49.88,-106.55,59.5,42,60,18.19,broken clouds,2020-08-30 15:42:02
490,Zyryanka,RU,65.75,150.85,39.99,72,0,3.85,clear sky,2020-08-30 15:35:50
491,Niono,ML,14.25,-5.99,84.15,66,100,7.58,moderate rain,2020-08-30 15:42:03
492,Half Moon Bay,US,37.46,-122.43,63.0,93,90,4.05,overcast clouds,2020-08-30 15:42:03
493,Pedasi,PA,7.53,-80.03,81.41,72,34,3.96,scattered clouds,2020-08-30 15:42:03
494,Brigham City,US,41.51,-112.02,73.0,45,1,5.12,clear sky,2020-08-30 15:40:28
495,Murgab,TM,37.5,61.97,87.8,19,75,11.41,broken clouds,2020-08-30 15:42:04
496,Ituango,CO,7.17,-75.76,75.42,52,41,2.62,scattered clouds,2020-08-30 15:42:04
497,Belmopan,BZ,17.25,-88.77,90.0,64,79,8.01,broken clouds,2020-08-30 15:42:04
498,Evensk,RU,61.95,159.23,45.12,68,11,9.08,few clouds,2020-08-30 15:42:04
499,Nanortalik,GL,60.14,-45.24,48.02,75,100,8.12,overcast clouds,2020-08-30 15:42:05
500,Simao,CN,22.79,100.97,66.51,95,100,2.53,overcast clouds,2020-08-30 15:35:46
501,Abapo,BO,-18.83,-63.47,90.43,27,48,5.73,scattered clouds,2020-08-30 15:42:05
502,Smirnykh,RU,49.75,142.83,43.2,90,77,0.6,broken clouds,2020-08-30 15:42:05
503,Marawi,PH,8.0,124.29,78.01,89,100,5.01,overcast clouds,2020-08-30 15:42:06
504,At-Bashi,KG,41.17,75.81,58.5,43,29,0.6,scattered clouds,2020-08-30 15:42:06
505,Armidale,AU,-30.52,151.65,40.75,93,0,5.21,clear sky,2020-08-30 15:42:07
506,Olinda,BR,-8.01,-34.86,84.2,62,20,8.05,few clouds,2020-08-30 15:42:07
507,Thunder Bay,CA,48.4,-89.32,60.01,82,75,5.82,broken clouds,2020-08-30 15:37:38
508,Progreso,MX,21.28,-89.67,87.01,79,40,8.88,scattered clouds,2020-08-30 15:42:07
509,Una,IN,20.82,71.03,76.44,93,100,15.28,light rain,2020-08-30 15:42:07
510,Sabya,SA,17.15,42.63,91.4,70,40,5.82,scattered clouds,2020-08-30 15:42:08
511,Boppard,DE,50.23,7.59,72.0,62,100,1.01,overcast clouds,2020-08-30 15:42:08
512,Mineral Wells,US,32.81,-98.11,80.01,78,1,11.41,light rain,2020-08-30 15:42:08
513,Nacozari,MX,25.34,-108.26,88.0,76,55,1.99,broken clouds,2020-08-30 15:42:08
514,Savannah Bight,HN,16.45,-85.85,83.26,75,0,18.61,clear sky,2020-08-30 15:42:09
515,Alpena,US,45.06,-83.43,63.0,82,90,4.7,overcast clouds,2020-08-30 15:42:09
516,Sillod,IN,20.3,75.65,75.2,94,40,6.93,scattered clouds,2020-08-30 15:42:09
517,Gonbad-E Qabus,IR,37.25,55.17,78.8,54,20,9.17,few clouds,2020-08-30 15:42:09
518,Harrogate,GB,53.99,-1.54,59.0,54,40,6.93,scattered clouds,2020-08-30 15:42:10
519,Kayerkan,RU,69.35,87.76,48.2,100,40,13.42,mist,2020-08-30 15:42:10
520,Port Augusta,AU,-32.5,137.77,51.8,62,90,8.05,overcast clouds,2020-08-30 15:42:10
521,Pouso Alegre,BR,-22.23,-45.94,82.81,37,0,3.24,clear sky,2020-08-30 15:41:59
522,Sabla,NG,12.75,4.71,84.38,62,100,5.08,overcast clouds,2020-08-30 15:42:11
523,Luganville,VU,-15.53,167.17,77.0,88,90,3.36,overcast clouds,2020-08-30 15:42:11
524,Korla,CN,41.76,86.15,75.15,24,7,0.36,clear sky,2020-08-30 15:41:17
525,Nam Som,TH,17.77,102.19,79.39,78,98,0.74,overcast clouds,2020-08-30 15:42:11
526,Eureka,US,40.8,-124.16,53.01,93,1,3.33,clear sky,2020-08-30 15:42:12
527,Ponta Delgada,PT,37.73,-25.67,78.8,78,40,12.75,scattered clouds,2020-08-30 15:42:12
528,Lagos,NG,6.58,3.75,80.62,71,100,10.13,overcast clouds,2020-08-30 15:42:12
529,Talaya,RU,61.38,152.75,31.89,94,0,1.45,clear sky,2020-08-30 15:42:12
530,Piacabucu,BR,-10.41,-36.43,80.69,66,7,11.32,clear sky,2020-08-30 15:42:13
531,Madang,PG,-5.22,145.8,75.97,83,81,5.35,broken clouds,2020-08-30 15:42:13
532,Belturbet,IE,54.1,-7.45,59.0,72,97,1.01,overcast clouds,2020-08-30 15:42:13
533,Puerto Quijarro,BO,-17.78,-57.77,105.62,11,0,7.36,clear sky,2020-08-30 15:42:13
534,Zapadnaya Dvina,RU,56.26,32.07,63.43,85,99,2.44,light rain,2020-08-30 15:42:14
535,Toowoomba,AU,-27.55,151.97,50.0,93,0,5.82,clear sky,2020-08-30 15:42:14
536,Bukama,CD,-9.2,25.85,90.16,34,51,4.34,broken clouds,2020-08-30 15:42:14
537,Sokoto,NG,13.06,5.24,86.85,55,100,4.94,overcast clouds,2020-08-30 15:42:15
538,Brigantine,US,39.41,-74.36,77.0,50,1,13.87,clear sky,2020-08-30 15:42:15
539,Qandala,SO,11.47,49.87,90.66,50,100,3.11,overcast clouds,2020-08-30 15:42:15
